#Romname;Title;Emulator;Cloneof;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Favourite;Tags;PlayedCount;PlayedTime;FileIsAvailable
kchampvs;Karate Champ (US VS version, set 1);mame;kchamp;1984;Data East USA;Fighter / Versus;2P sim;90;double joystick (4-way),double joystick (4-way);good;1;raster;kchamp;Karate Champ (US);;0;;;0;;1
kchampvs2;Karate Champ (US VS version, set 2);mame;kchamp;1984;Data East USA;Fighter / Versus;2P sim;90;double joystick (4-way),double joystick (4-way);good;1;raster;kchamp;Karate Champ (US);;0;;;0;;1
kchampvs3;Karate Champ (US VS version, set 3);mame;kchamp;1984;Data East USA;Fighter / Versus;2P sim;90;double joystick (4-way),double joystick (4-way);good;1;raster;kchamp;Karate Champ (US);;0;;;0;;1
kchampvs4;Karate Champ (US VS version, set 4);mame;kchamp;1984;Data East USA;Fighter / Versus;2P sim;90;double joystick (4-way),double joystick (4-way);good;1;raster;kchamp;Karate Champ (US);;0;;;0;;1
kchamp;Karate Champ (US);mame;;1984;Data East USA;Fighter / Versus;2P alt;90;double joystick (4-way),double joystick (4-way);good;1;raster;;;;0;;;0;;1
karateda;Karate Dou (Arfyc bootleg);mame;kchamp;1984;bootleg (Arfyc);Fighter / Versus;2P alt;90;double joystick (4-way),double joystick (4-way);good;1;raster;kchamp;Karate Champ (US);;0;;;0;;1
karatedo;Karate Dou (Japan);mame;kchamp;1984;Data East Corporation;Fighter / Versus;2P alt;90;double joystick (4-way),double joystick (4-way);good;1;raster;kchamp;Karate Champ (US);;0;;;0;;1
karnovr;Karnov's Revenge / Fighter's History Dynamite;mame;;1994;Data East Corporation;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
kengo;Ken-Go (set 1);mame;ltswords;1991;Irem;Fighter / 2D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;ltswords;Lightning Swords;;4;;;0;;1
kengoa;Ken-Go (set 2);mame;ltswords;1991;Irem;Fighter / 2D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;ltswords;Lightning Swords;;4;;;0;;1
kinst;Killer Instinct;mame;;1994;Rare (Midway license);Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;chd;6;;;0;;1
kinstb;Killer Instinct (SNES bootleg);mame;;199?;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;6;;;0;;1
kinst2;Killer Instinct 2;mame;;1996;Rare (Midway license);Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;chd;6;;;0;;1
kinst2uk;Killer Instinct 2 (upgrade kit);mame;kinst2;1996;Rare (Midway license);Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;kinst2;Killer Instinct 2;chd;6;;;0;;1
kog;King of Gladiator (The King of Fighters '97 bootleg);mame;kof97;1997;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;kof97;The King of Fighters '97 (NGM-2320);;4;;;0;;1
kotm;King of the Monsters (set 1);mame;;1991;SNK;Fighter / Multiplay;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
kotmh;King of the Monsters (set 2);mame;kotm;1991;SNK;Fighter / Multiplay;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;kotm;King of the Monsters (set 1);;4;;;0;;1
kotm2;King of the Monsters 2 - The Next Thing (NGM-039 ~ NGH-039);mame;;1992;SNK;Fighter / Multiplay;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
kotm2a;King of the Monsters 2 - The Next Thing (older);mame;kotm2;1992;SNK;Fighter / Multiplay;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;kotm2;King of the Monsters 2 - The Next Thing (NGM-039 ~ NGH-039);;4;;;0;;1
kotm2p;King of the Monsters 2 - The Next Thing (prototype);mame;kotm2;1992;SNK;Fighter / Multiplay;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;kotm2;King of the Monsters 2 - The Next Thing (NGM-039 ~ NGH-039);;4;;;0;;1
kinniku;Kinnikuman Muscle Grand Prix (KN1 Ver. A);mame;;2006;Namco;Fighter / Versus;2P sim;0;;preliminary;1;raster;sys256;System 256 BIOS;chd;0;;;0;;1
kinniku2;Kinnikuman Muscle Grand Prix 2 (KN2 Ver. A);mame;;2007;Namco;Fighter / Versus;2P sim;0;;preliminary;1;raster;sys256;System 256 BIOS;chd;0;;;0;;1
kizuna;Kizuna Encounter - Super Tag Battle / Fu'un Super Tag Battle;mame;;1996;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
kizuna4p;Kizuna Encounter - Super Tag Battle 4 Way Battle Version / Fu'un Super Tag Battle Special Version;mame;kizuna;1996;SNK;Fighter / Versus;4P alt / 2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;kizuna;Kizuna Encounter - Super Tag Battle / Fu'un Super Tag Battle;;4;;;0;;1
knightsb;Knights of the Round (bootleg with 2xMSM5205, set 1);mame;knights;1991;bootleg;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;knights;Knights of the Round (World 911127);;2;;;0;;1
knightsb3;Knights of the Round (bootleg with 2xMSM5205, set 2);mame;knights;1991;bootleg;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;knights;Knights of the Round (World 911127);;2;;;0;;1
knightsb2;Knights of the Round (bootleg, World 911127);mame;knights;1991;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;knights;Knights of the Round (World 911127);;2;;;0;;1
knightsja;Knights of the Round (Japan 911127, B-Board 89625B-1);mame;knights;1991;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;knights;Knights of the Round (World 911127);;2;;;0;;1
knightsj;Knights of the Round (Japan 911127, B-Board 91634B-2);mame;knights;1991;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;knights;Knights of the Round (World 911127);;2;;;0;;1
knightsu;Knights of the Round (USA 911127);mame;knights;1991;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;knights;Knights of the Round (World 911127);;2;;;0;;1
knights;Knights of the Round (World 911127);mame;;1991;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
kov7sprt;Knights of Valour - The Seven Spirits;mame;;2003;IGS / Sammy;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;awbios;Atomiswave BIOS;;6;;;0;;1
kov111;Knights of Valour / Sanguo Zhan Ji / Sangoku Senki (ver. 111, Japanese Board);mame;kov;1999;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;kov;Knights of Valour / Sanguo Zhan Ji / Sangoku Senki (ver. 117, Hong Kong);;4;;;0;;1
kov114;Knights of Valour / Sanguo Zhan Ji / Sangoku Senki (ver. 114, Hong Kong);mame;kov;1999;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;kov;Knights of Valour / Sanguo Zhan Ji / Sangoku Senki (ver. 117, Hong Kong);;4;;;0;;1
kov115;Knights of Valour / Sanguo Zhan Ji / Sangoku Senki (ver. 115);mame;kov;1999;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;kov;Knights of Valour / Sanguo Zhan Ji / Sangoku Senki (ver. 117, Hong Kong);;4;;;0;;1
kov;Knights of Valour / Sanguo Zhan Ji / Sangoku Senki (ver. 117, Hong Kong);mame;;1999;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;pgm;PGM (Polygame Master) System BIOS;;4;;;0;;1
kov2100;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 100, 100, 100HK);mame;kov2;2000;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;kov2;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 107, 102, 100HK);;4;;;0;;1
kov2101;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 101, 101, 100HK);mame;kov2;2000;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;kov2;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 107, 102, 100HK);;4;;;0;;1
kov2102;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 102, 101, 100HK);mame;kov2;2000;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;kov2;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 107, 102, 100HK);;4;;;0;;1
kov21022;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 102, 102, 100HK);mame;kov2;2000;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;kov2;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 107, 102, 100HK);;4;;;0;;1
kov2103;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 103, 101, 100HK);mame;kov2;2000;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;kov2;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 107, 102, 100HK);;4;;;0;;1
kov2104;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 104, 102, 100HK);mame;kov2;2000;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;kov2;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 107, 102, 100HK);;4;;;0;;1
kov2106;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 106, 102, 100HK);mame;kov2;2000;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;kov2;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 107, 102, 100HK);;4;;;0;;1
kov2;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 107, 102, 100HK);mame;;2000;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;pgm;PGM (Polygame Master) System BIOS;;4;;;0;;1
kov2nl_300;Knights of Valour 2 New Legend / Sanguo Zhan Ji 2 Guang Sao Yu Jun (V300, Oversea);mame;kov2nl;2008;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;kov2nl;Knights of Valour 2 New Legend / Sanguo Zhan Ji 2 Guang Sao Yu Jun (V302, Oversea);;4;;;0;;1
kov2nl_301;Knights of Valour 2 New Legend / Sanguo Zhan Ji 2 Guang Sao Yu Jun (V301, Oversea);mame;kov2nl;2008;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;kov2nl;Knights of Valour 2 New Legend / Sanguo Zhan Ji 2 Guang Sao Yu Jun (V302, Oversea);;4;;;0;;1
kov2nl;Knights of Valour 2 New Legend / Sanguo Zhan Ji 2 Guang Sao Yu Jun (V302, Oversea);mame;;2008;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;0;;1
kov2p200;Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M200XX, 200, 100CN);mame;kov2p;2001;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;kov2p;Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M205XX, 200, 100CN);;4;;;0;;1
kov2p202;Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M202XX, 200, 100CN);mame;kov2p;2001;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;kov2p;Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M205XX, 200, 100CN);;4;;;0;;1
kov2p203;Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M203XX, 200, 100CN);mame;kov2p;2001;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;kov2p;Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M205XX, 200, 100CN);;4;;;0;;1
kov2p204;Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M204XX, 200, 100CN);mame;kov2p;2001;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;kov2p;Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M205XX, 200, 100CN);;4;;;0;;1
kov2p;Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M205XX, 200, 100CN);mame;;2001;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;pgm;PGM (Polygame Master) System BIOS;;4;;;0;;1
kov3_100;Knights of Valour 3 / Sanguo Zhan Ji 3 (V100, China, Hong Kong, Taiwan);mame;kov3;2011;IGS (Huatong license);Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;kov3;Knights of Valour 3 / Sanguo Zhan Ji 3 (V104, China, Hong Kong, Taiwan);;4;;;0;;1
kov3_101;Knights of Valour 3 / Sanguo Zhan Ji 3 (V101, China, Hong Kong, Taiwan);mame;kov3;2011;IGS (Huatong license);Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;kov3;Knights of Valour 3 / Sanguo Zhan Ji 3 (V104, China, Hong Kong, Taiwan);;4;;;0;;1
kov3_102;Knights of Valour 3 / Sanguo Zhan Ji 3 (V102, China, Hong Kong, Taiwan);mame;kov3;2011;IGS (Huatong license);Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;kov3;Knights of Valour 3 / Sanguo Zhan Ji 3 (V104, China, Hong Kong, Taiwan);;4;;;0;;1
kov3;Knights of Valour 3 / Sanguo Zhan Ji 3 (V104, China, Hong Kong, Taiwan);mame;;2011;IGS (Huatong license);Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;0;;1
kov3hd;Knights of Valour 3 HD (M-105CN 13-07-04 18:54:01);mame;;2011;IGS;Fighter / 2.5D;2P sim;0;;preliminary;1;raster;;;chd;0;;;0;;1
kov3hd101;Knights of Valour 3 HD (V101);mame;kov3hd;2011;IGS;Fighter / 2.5D;2P sim;0;;preliminary;1;raster;kov3hd;Knights of Valour 3 HD (M-105CN 13-07-04 18:54:01);chd;0;;;0;;1
kov3hd102;Knights of Valour 3 HD (V102);mame;kov3hd;2011;IGS;Fighter / 2.5D;2P sim;0;;preliminary;1;raster;kov3hd;Knights of Valour 3 HD (M-105CN 13-07-04 18:54:01);chd;0;;;0;;1
kov3hd103;Knights of Valour 3 HD (V103);mame;kov3hd;2011;IGS;Fighter / 2.5D;2P sim;0;;preliminary;1;raster;kov3hd;Knights of Valour 3 HD (M-105CN 13-07-04 18:54:01);chd;0;;;0;;1
kov3hd104;Knights of Valour 3 HD (V104);mame;kov3hd;2011;IGS;Fighter / 2.5D;2P sim;0;;preliminary;1;raster;kov3hd;Knights of Valour 3 HD (M-105CN 13-07-04 18:54:01);chd;0;;;0;;1
kovplus;Knights of Valour Plus / Sanguo Zhan Ji Zhengzong Plus / Sangoku Senki Masamune Plus (ver. 119, set 1);mame;;1999;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;pgm;PGM (Polygame Master) System BIOS;;4;;;0;;1
kovplusa;Knights of Valour Plus / Sanguo Zhan Ji Zhengzong Plus / Sangoku Senki Masamune Plus (ver. 119, set 2);mame;kovplus;1999;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;kovplus;Knights of Valour Plus / Sanguo Zhan Ji Zhengzong Plus / Sangoku Senki Masamune Plus (ver. 119, set 1);;4;;;0;;1
kovytzy;Knights of Valour Super Heroes / Sanguo Zhan Ji Fengyun Zaiqi / Sangoku Senki Super Heroes (SANGO EX+) (ver. 201 'Yitong Zhongyuan', China);mame;;1999;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;pgm;PGM (Polygame Master) System BIOS;;4;;;0;;1
kovsh100;Knights of Valour Super Heroes / Sanguo Zhan Ji Fengyun Zaiqi / Sangoku Senki Super Heroes (ver. 100, CN);mame;kovsh;1999;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;kovsh;Knights of Valour Super Heroes / Sanguo Zhan Ji Fengyun Zaiqi / Sangoku Senki Super Heroes (ver. 104, CN);;4;;;0;;1
kovsh101;Knights of Valour Super Heroes / Sanguo Zhan Ji Fengyun Zaiqi / Sangoku Senki Super Heroes (ver. 101, CN);mame;kovsh;1999;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;kovsh;Knights of Valour Super Heroes / Sanguo Zhan Ji Fengyun Zaiqi / Sangoku Senki Super Heroes (ver. 104, CN);;4;;;0;;1
kovsh102;Knights of Valour Super Heroes / Sanguo Zhan Ji Fengyun Zaiqi / Sangoku Senki Super Heroes (ver. 102, CN);mame;kovsh;1999;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;kovsh;Knights of Valour Super Heroes / Sanguo Zhan Ji Fengyun Zaiqi / Sangoku Senki Super Heroes (ver. 104, CN);;4;;;0;;1
kovsh103;Knights of Valour Super Heroes / Sanguo Zhan Ji Fengyun Zaiqi / Sangoku Senki Super Heroes (ver. 103, CN);mame;kovsh;1999;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;kovsh;Knights of Valour Super Heroes / Sanguo Zhan Ji Fengyun Zaiqi / Sangoku Senki Super Heroes (ver. 104, CN);;4;;;0;;1
kovsh;Knights of Valour Super Heroes / Sanguo Zhan Ji Fengyun Zaiqi / Sangoku Senki Super Heroes (ver. 104, CN);mame;;1999;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;pgm;PGM (Polygame Master) System BIOS;;4;;;0;;1
kovshp100;Knights of Valour Super Heroes Plus / Sanguo Zhan Ji Luanshi Xiaoxiong (ver. 100);mame;kovshp;2004;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;kovshp;Knights of Valour Super Heroes Plus / Sanguo Zhan Ji Luanshi Xiaoxiong (ver. 101);;4;;;0;;1
kovshp;Knights of Valour Super Heroes Plus / Sanguo Zhan Ji Luanshi Xiaoxiong (ver. 101);mame;;2004;IGS;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;pgm;PGM (Polygame Master) System BIOS;;4;;;0;;1
kbash;Knuckle Bash;mame;;1993;Toaplan / Atari;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
kbashk;Knuckle Bash (Korean PCB);mame;kbash;1993;Toaplan / Taito;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;kbash;Knuckle Bash;;3;;;0;;1
kbashp;Knuckle Bash (location test);mame;kbash;1993;Toaplan / Taito;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;kbash;Knuckle Bash;;3;;;0;;1
kbash2;Knuckle Bash 2 (bootleg);mame;;1999;bootleg;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
knckheadjp;Knuckle Heads (Japan, Prototype?);mame;knckhead;1992;Namco;Fighter / Versus;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;knckhead;Knuckle Heads (World);;3;;;0;;1
knckheadj;Knuckle Heads (Japan);mame;knckhead;1992;Namco;Fighter / Versus;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;knckhead;Knuckle Heads (World);;3;;;0;;1
knckhead;Knuckle Heads (World);mame;;1992;Namco;Fighter / Versus;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
dinoki4;Kodai Ouja Kyouryuu King - Mezame yo! Arata-naru Chikara!! (Japan, Ver 4.000) (MDA-C0061);mame;;2008;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;segasp;Sega System SP (Spider) BIOS;chd;3;;;0;;1
dinokich;Konglongwang - D-Kids VS Alpha Yaosai (China, Ver 2.501) (MDA-C0081);mame;dinoki25;2010;Sega;Fighter / Misc.;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;dinoki25;Dinosaur King - D-Team VS. the Alpha Fortress (Export, Ver 2.500) (MDA-C0047);chd;3;;;0;;1
kot;Kot-Rybolov (Terminal);mame;;198?;Terminal;Fighter / Versus;1P;0;joystick (8-way);imperfect;1;raster;;;;2;;;0;;1
kozure;Kozure Ookami (Japan);mame;;1987;Nichibutsu;Fighter / 2.5D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
pc_kngfu;Kung Fu (PlayChoice-10);mame;;1985;Irem (Nintendo license);Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;2;raster;playch10;PlayChoice-10 BIOS;;2;;;0;;1
kungfub;Kung-Fu Master (bootleg set 1);mame;kungfum;1984;bootleg;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);imperfect;1;raster;kungfum;Kung-Fu Master (World);;2;;;0;;1
kungfub2;Kung-Fu Master (bootleg set 2);mame;kungfum;1984;bootleg;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);imperfect;1;raster;kungfum;Kung-Fu Master (World);;2;;;0;;1
kungfumd;Kung-Fu Master (US);mame;kungfum;1984;Irem (Data East USA license);Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);imperfect;1;raster;kungfum;Kung-Fu Master (World);;2;;;0;;1
kungfum;Kung-Fu Master (World);mame;;1984;Irem;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;0;;1
kungfub3s;Kung-Fu Senjyo (bootleg, Spanish);mame;kungfum;1984;bootleg;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);imperfect;1;raster;kungfum;Kung-Fu Master (World);;2;;;0;;1
kyros;Kyros;mame;;1987;Alpha Denshi Co. (World Games Inc. license);Fighter / Vertical;2P alt;90;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
kyrosj;Kyros no Yakata (Japan);mame;kyros;1986;Alpha Denshi Co.;Fighter / Vertical;2P alt;90;joystick (8-way),joystick (8-way);good;1;raster;kyros;Kyros;;2;;;0;;1
dadandrn;Kyukyoku Sentai Dadandarn (ver JAA);mame;mmaulers;1993;Konami;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;mmaulers;Monster Maulers (ver EAA);;3;;;0;;1
