#Romname;Title;Emulator;Cloneof;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Favourite;Tags;PlayedCount;PlayedTime;FileIsAvailable
geebeea;Gee Bee (UK);mame;geebee;1978;Namco (Alca license);Ball & Paddle / Breakout;2P alt;90;paddle,paddle;good;1;raster;geebee;Gee Bee (Japan);;1;;;0;;1
geebeeg;Gee Bee (US);mame;geebee;1978;Namco (Gremlin license);Ball & Paddle / Breakout;2P alt;90;paddle,paddle;good;1;raster;geebee;Gee Bee (Japan);;1;;;0;;1
gekiridnj;Gekirindan (Ver 2.3J 1995/09/21);mame;gekiridn;1995;Taito Corporation;Shooter / Flying Vertical;2P sim;270;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;gekiridn;Gekirindan (Ver 2.3O 1995/09/21);;4;;;0;;1
gekiridn;Gekirindan (Ver 2.3O 1995/09/21);mame;;1995;Taito Corporation;Shooter / Flying Vertical;2P sim;270;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;0;;1
gekisou;Gekisou (Japan);mame;;1985;Eastern Corp.;Driving / Race;2P alt;90;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
gjspace;Gekitoride-Jong Space (10011 Ver.A);mame;;2001;Namco / Metro;MultiGame / Compilation;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;6;;;0;;1
gekpuryb;Gekitou Pro Yakyuu Mizushima Shinji All Stars vs. Pro Yakyuu (Rev B) (GDT-0008B);mame;gekpurya;2003;Sega / Wow Entertainment;Sports / Baseball;2P sim;0;;preliminary;1;raster;gekpurya;Gekitou Pro Yakyuu Mizushima Shinji All Stars vs. Pro Yakyuu (Rev C) (GDT-0008C);chd;0;;;0;;1
gekpurya;Gekitou Pro Yakyuu Mizushima Shinji All Stars vs. Pro Yakyuu (Rev C) (GDT-0008C);mame;;2003;Sega / Wow Entertainment;Sports / Baseball;2P sim;0;;preliminary;1;raster;triforce;Triforce Bios;chd;0;;;0;;1
gekitsui;Gekitsui Oh (Japan);mame;zerotrgt;1985;Data East Corporation;Shooter / Flying 1st Person;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;zerotrgt;Zero Target (World, CW);;1;;;0;;1
gemcrush;Gemcrush (Japan, prototype);mame;;1996;Star Fish;Ball & Paddle / Breakout;1P;270;joystick (8-way);good;1;raster;;;;1;;;0;;1
geminib;Gemini Wing (bootleg);mame;gemini;1987;bootleg;Shooter / Flying Vertical;2P sim;90;joystick (8-way),joystick (8-way);good;1;raster;gemini;Gemini Wing (World);;2;;;0;;1
geminij;Gemini Wing (Japan);mame;gemini;1987;Tecmo;Shooter / Flying Vertical;2P sim;90;joystick (8-way),joystick (8-way);good;1;raster;gemini;Gemini Wing (World);;2;;;0;;1
gemini;Gemini Wing (World);mame;;1987;Tecmo;Shooter / Flying Vertical;2P sim;90;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
genix;Genix Family;mame;;1994;NIX;Shooter / 3rd Person;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
genpeitd;Genpei ToumaDen;mame;;1986;Namco;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
gensitou;Genshitou 1930's;mame;prehisle;1989;SNK;Shooter / Flying Horizontal;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;prehisle;Prehistoric Isle in 1930 (World);;3;;;0;;1
geostorm;Geo Storm (Japan);mame;gunforc2;1994;Irem;Platform / Shooter Scrolling;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;gunforc2;Gun Force II (US);;2;;;0;;1
getaway;Get A Way (upright);mame;;1979;Universal;Driving / Race;1P;270;paddle,pedal;preliminary;1;raster;;;;0;;;0;;1
getbass;Get Bass: Sega Bass Fishing (Japan);mame;bassdx;1997;Sega;Sports / Fishing;1P;0;joystick (analog),paddle,pedal;preliminary;1;raster;bassdx;Sega Bass Fishing Deluxe (USA);;2;;;0;;1
getbassdx;Get Bass: Sega Bass Fishing Deluxe (Japan);mame;bassdx;1997;Sega;Sports / Fishing;1;0;joystick (analog),paddle,pedal;preliminary;1;raster;bassdx;Sega Bass Fishing Deluxe (USA);;2;;;0;;1
getbassur;Get Bass: Sega Bass Fishing Upright (Japan);mame;bassdx;1997;Sega;Sports / Fishing;1;0;joystick (analog),paddle,pedal;preliminary;1;raster;bassdx;Sega Bass Fishing Deluxe (USA);;2;;;0;;1
getstarb1;Get Star (bootleg set 1);mame;grdian;1986;bootleg;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;grdian;Guardian (US);;2;;;0;;1
getstarb2;Get Star (bootleg set 2);mame;grdian;1986;bootleg;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;grdian;Guardian (US);;2;;;0;;1
getstarj;Get Star (Japan);mame;grdian;1986;Toaplan / Taito;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;grdian;Guardian (US);;2;;;0;;1
denseib;Ghost Chaser Densei (SNES bootleg, set 1);mame;;1996;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;6;;;0;;1
denseib2;Ghost Chaser Densei (SNES bootleg, set 2);mame;denseib;1996;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;denseib;Ghost Chaser Densei (SNES bootleg, set 1);;6;;;0;;1
ghoshunt;Ghost Hunter;mame;;1996;Hanaho Games;Shooter / Gun;2P sim;0;lightgun,lightgun;good;1;raster;;;;1;;;0;;1
ghostmun;Ghost Muncher;mame;puckman;1981;bootleg (Leisure and Allied);Maze / Collect;2P alt;90;joystick (4-way),joystick (4-way);good;1;raster;puckman;Puck Man (Japan set 1);;0;;;0;;1
gpilotsh;Ghost Pilots (NGH-020, US);mame;gpilots;1991;SNK;Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;gpilots;Ghost Pilots (NGM-020 ~ NGH-020);;4;;;0;;1
gpilots;Ghost Pilots (NGM-020 ~ NGH-020);mame;;1991;SNK;Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
gpilotsp;Ghost Pilots (prototype);mame;gpilots;1991;SNK;Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;gpilots;Ghost Pilots (NGM-020 ~ NGH-020);;4;;;0;;1
ghostsqo;Ghost Squad (GDX-0012);mame;ghostsqu;2004;Sega;Shooter / Gun;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;ghostsqu;Ghost Squad (Rev A) (GDX-0012A);chd;6;;;0;;1
ghostsqu;Ghost Squad (Rev A) (GDX-0012A);mame;;2004;Sega;Shooter / Gun;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;chihiro;Chihiro Bios;chd;6;;;0;;1
ghostlop;Ghostlop (prototype);mame;;1996;Data East Corporation;Puzzle / Toss;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
gmgalax;Ghostmuncher Galaxian (bootleg);mame;;1981;bootleg;MultiGame / Compilation;2P alt;90;joystick (4-way),joystick (4-way);good;1;raster;;;;1;;;0;;1
gngbl;Ghosts'n Goblins (bootleg with Cross);mame;gng;1985;bootleg;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;gng;Ghosts'n Goblins (World? set 1);;2;;;0;;1
gngblita;Ghosts'n Goblins (Italian bootleg, harder);mame;gng;1985;bootleg;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;gng;Ghosts'n Goblins (World? set 1);;2;;;0;;1
gngprot;Ghosts'n Goblins (prototype);mame;gng;1985;Capcom;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;gng;Ghosts'n Goblins (World? set 1);;2;;;0;;1
gngt;Ghosts'n Goblins (US);mame;gng;1985;Capcom (Taito America license);Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;gng;Ghosts'n Goblins (World? set 1);;2;;;0;;1
gng;Ghosts'n Goblins (World? set 1);mame;;1985;Capcom;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
gnga;Ghosts'n Goblins (World? set 2);mame;gng;1985;Capcom;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;gng;Ghosts'n Goblins (World? set 1);;2;;;0;;1
gngc;Ghosts'n Goblins (World? set 3);mame;gng;1985;Capcom;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;gng;Ghosts'n Goblins (World? set 1);;2;;;0;;1
ghlpanic;Ghoul Panic (World, OB2/VER.A);mame;;1999;Eighting / Raizing / Namco;Shooter / Gun;2P sim;0;lightgun,lightgun;imperfect;1;raster;;;;1;;;0;;1
mt_gng;Ghouls'n Ghosts (Mega-Tech);mame;;1989;Capcom / Sega;Platform / Fighter Scrolling;2;0;joystick (8-way),joystick (8-way);preliminary;2;raster;megatech;Mega-Tech;;4;;;0;;1
ghoulsu;Ghouls'n Ghosts (USA);mame;ghouls;1988;Capcom;Platform / Fighter Scrolling;2P alt;0;joystick (4-way),joystick (4-way);good;1;raster;ghouls;Ghouls'n Ghosts (World);;2;;;0;;1
ghouls;Ghouls'n Ghosts (World);mame;;1988;Capcom;Platform / Fighter Scrolling;2P alt;0;joystick (4-way),joystick (4-way);good;1;raster;;;;2;;;0;;1
ghoxjo;Ghox (joystick, older);mame;ghox;1991;Toaplan;Ball & Paddle / Breakout;2P sim;270;joystick (8-way),dial,joystick (8-way),dial;good;1;raster;ghox;Ghox (spinner);;2;;;0;;1
ghoxj;Ghox (joystick);mame;ghox;1991;Toaplan;Ball & Paddle / Breakout;2P sim;270;joystick (8-way),dial,joystick (8-way),dial;good;1;raster;ghox;Ghox (spinner);;2;;;0;;1
ghox;Ghox (spinner);mame;;1991;Toaplan;Ball & Paddle / Breakout;2P sim;270;joystick (8-way),dial,joystick (8-way),dial;good;1;raster;;;;2;;;0;;1
gram2000;Giant Gram 2000;mame;;2000;Sega;Sports / Wrestling;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;NAOMI BIOS;;6;;;0;;1
ggram2;Giant Gram: All Japan Pro Wrestling 2 (Japan);mame;;1999;Sega;Sports / Wrestling;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;NAOMI BIOS;;6;;;0;;1
gigaman2;Giga Man 2: The Power Fighters (bootleg of Mega Man 2: The Power Fighters);mame;megaman2;1996;bootleg;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;megaman2;Mega Man 2: The Power Fighters (USA 960708);;3;;;0;;1
gigawinga;Giga Wing (Asia 990222);mame;gigawing;1999;Takumi (Capcom license);Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;gigawing;Giga Wing (USA 990222);;2;;;0;;1
gigawingb;Giga Wing (Brazil 990222);mame;gigawing;1999;Takumi (Capcom license);Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;gigawing;Giga Wing (USA 990222);;2;;;0;;1
gigawingh;Giga Wing (Hispanic 990222);mame;gigawing;1999;Takumi (Capcom license);Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;gigawing;Giga Wing (USA 990222);;2;;;0;;1
gigawingjd;Giga Wing (Japan 990223 Phoenix Edition) (bootleg);mame;gigawing;1999;bootleg;Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;gigawing;Giga Wing (USA 990222);;2;;;0;;1
gigawingj;Giga Wing (Japan 990223);mame;gigawing;1999;Takumi (Capcom license);Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;gigawing;Giga Wing (USA 990222);;2;;;0;;1
gigawingd;Giga Wing (USA 990222 Phoenix Edition) (bootleg);mame;gigawing;1999;bootleg;Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;gigawing;Giga Wing (USA 990222);;2;;;0;;1
gigawing;Giga Wing (USA 990222);mame;;1999;Takumi (Capcom license);Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
gwing2;Giga Wing 2;mame;;2000;Takumi / Capcom;Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;NAOMI BIOS;;6;;;0;;1
gwinggen;Giga Wing Generations (v2.02J);mame;;2004;Takumi Corporation;Shooter / Flying Vertical;2P sim;0;;preliminary;1;raster;;;chd;0;;;0;;1
gigandes;Gigandes;mame;;1989;East Technology;Shooter / Flying Horizontal;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
gigandesa;Gigandes (earlier);mame;gigandes;1989;East Technology;Shooter / Flying Horizontal;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;gigandes;Gigandes;;2;;;0;;1
gigasb;Gigas (bootleg);mame;gigas;1986;bootleg;Ball & Paddle / Breakout;2P alt;270;dial,dial;good;1;raster;gigas;Gigas (MC-8123, 317-5002);;2;;;0;;1
gigas;Gigas (MC-8123, 317-5002);mame;;1986;Sega;Ball & Paddle / Breakout;2P alt;270;dial,dial;good;1;raster;;;;2;;;0;;1
gigasm2b;Gigas Mark II (bootleg);mame;gigasm2;1986;bootleg;Ball & Paddle / Breakout;2P alt;270;dial,dial;good;1;raster;gigasm2;Gigas Mark II (MC-8123, 317-5002);;2;;;0;;1
gigasm2;Gigas Mark II (MC-8123, 317-5002);mame;;1986;Sega;Ball & Paddle / Breakout;2P alt;270;dial,dial;good;1;raster;;;;2;;;0;;1
gimeabrk;Gimme A Break (7/7/85);mame;;1985;Bally/Sente;Sports / Pool;2P alt;0;trackball,trackball;good;1;raster;;;;1;;;0;;1
ginganin;Ginga NinkyouDen (set 1);mame;;1987;Jaleco;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
ginganina;Ginga NinkyouDen (set 2);mame;ginganin;1987;Jaleco;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;ginganin;Ginga NinkyouDen (set 1);;2;;;0;;1
gteikoku;Gingateikoku no Gyakushu;mame;uniwars;1980;Irem;Shooter / Gallery;2P alt;90;joystick (2-way),joystick (2-way);good;1;raster;uniwars;UniWar S;;1;;;0;;1
gteikokub;Gingateikoku no Gyakushu (bootleg set 1);mame;uniwars;1980;bootleg;Shooter / Gallery;2P alt;270;joystick (2-way),joystick (2-way);good;1;raster;uniwars;UniWar S;;1;;;0;;1
gteikokub2;Gingateikoku no Gyakushu (bootleg set 2);mame;uniwars;1980;bootleg;Shooter / Gallery;2P alt;90;joystick (2-way),joystick (2-way);good;1;raster;uniwars;UniWar S;;1;;;0;;1
gteikokub3;Gingateikoku no Gyakushu (bootleg set 3);mame;uniwars;1980;bootleg (Honly);Shooter / Gallery;2P alt;90;joystick (2-way),joystick (2-way);good;1;raster;uniwars;UniWar S;;1;;;0;;1
gladiatr;Gladiator (US);mame;;1986;Allumer / Taito America Corporation;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
sgladiat;Gladiator 1984;mame;;1984;SNK;Platform / Run Jump;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
glass10;Glass (Ver 1.0, Break Edition, Checksum C5513F3C);mame;glass;1993;OMK / Gaelco;Shooter / Flying;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;glass;Glass (Ver 1.1, Break Edition, Checksum 49D5E66B, Version 1994);;3;;;0;;1
glass10a;Glass (Ver 1.0, Break Edition, Checksum D3864FDB);mame;glass;1993;OMK / Gaelco;Shooter / Flying;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;glass;Glass (Ver 1.1, Break Edition, Checksum 49D5E66B, Version 1994);;3;;;0;;1
glass;Glass (Ver 1.1, Break Edition, Checksum 49D5E66B, Version 1994);mame;;1994;OMK / Gaelco;Shooter / Flying;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
glasskr;Glass (Ver 1.1, Break Edition, Checksum D419AB69, Version 1994) (censored, unprotected);mame;glass;1994;OMK / Gaelco (Promat license);Shooter / Field;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;glass;Glass (Ver 1.1, Break Edition, Checksum 49D5E66B, Version 1994);;3;;;0;;1
gblchmp;Global Champion (Ver 2.1A 1994/07/29);mame;kaiserkn;1994;Taito America Corporation;Fighter / Versus;2P sim;0;joystick (8-way),dial,joystick (8-way),dial;imperfect;1;raster;kaiserkn;Kaiser Knuckle (Ver 2.1O 1994/07/29);;6;;;0;;1
gobyrc;Go By RC (V2.03O 1999/05/25 13:31);mame;;1999;Taito;Driving / Race Track;1P;0;joystick (8-way),paddle,joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;coh3002t;Taito GNET;chd;3;;;0;;1
gogold;Go For The Gold (Japan);mame;recordbr;1988;Taito Corporation;Sports / Track & Field;2P sim;0;only_buttons,only_buttons;good;1;raster;recordbr;Recordbreaker (World);;3;;;0;;1
yamagchi;Go Go Mr. Yamaguchi / Yuke Yuke Yamaguchi-kun;mame;;1985;Kaneko / Taito;Shooter / Misc. Vertical;2P alt;90;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;0;;1
gogostrk;Go Go Strike;mame;;2007?;American Alpha / Paokai;Sports / Bowling;1;0;keyboard;preliminary;1;raster;;;chd;103;;;0;;1
goaltogo;Goal To Go;mame;;1983;Stern Electronics;Sports / Football;2P alt;0;joystick (8-way),only_buttons;preliminary;1;raster;;;chd;2;;;0;;1
goal92;Goal! '92;mame;cupsoc;1992;bootleg;Sports / Soccer;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;cupsoc;Seibu Cup Soccer (set 1);;3;;;0;;1
goalx3;Goal! Goal! Goal!;mame;;1995;Visco;Sports / Soccer;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
gghost;Goalie Ghost;mame;;1984;Bally/Sente;Sports / Soccer;2P sim;0;trackball,trackball;good;1;raster;;;;2;;;0;;1
godzilla;Godzilla (Japan);mame;;1993;Banpresto;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
plegends;Gogetsuji Legends (US, Ver. 95.06.20);mame;;1995;Atlus;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;0;;1
goindolj;Goindol (Japan);mame;goindol;1987;SunA;Ball & Paddle / Breakout;2P alt;90;joystick (8-way),dial,joystick (8-way);preliminary;1;raster;goindol;Goindol (World);;2;;;0;;1
goindolu;Goindol (US);mame;goindol;1987;SunA;Ball & Paddle / Breakout;2P alt;90;joystick (8-way),dial,joystick (8-way);preliminary;1;raster;goindol;Goindol (World);;2;;;0;;1
goindol;Goindol (World);mame;;1987;SunA;Ball & Paddle / Breakout;2P alt;90;joystick (8-way),dial,joystick (8-way);preliminary;1;raster;;;;2;;;0;;1
gokuparo;Gokujyou Parodius (ver JAD);mame;fantjour;1994;Konami;Shooter / Flying Horizontal;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;fantjour;Fantastic Journey (ver EAA);;3;;;0;;1
goldbug;Gold Bug;mame;;1982;Century Electronics;Maze / Digging;2P alt;90;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;1;;;0;;1
goldmedlb;Gold Medalist (bootleg, Alpha68k III PCB);mame;goldmedl;1988;bootleg;Sports / Track & Field;4P sim;0;only_buttons,only_buttons,only_buttons,only_buttons;imperfect;1;raster;goldmedl;Gold Medalist (set 1, Alpha68k II PCB);;3;;;0;;1
goldmedl;Gold Medalist (set 1, Alpha68k II PCB);mame;;1988;SNK;Sports / Track & Field;4P sim;0;only_buttons,only_buttons,only_buttons,only_buttons;imperfect;1;raster;;;;3;;;0;;1
goldmedla;Gold Medalist (set 2, Alpha68k III PCB);mame;goldmedl;1988;SNK;Sports / Track & Field;4P sim;0;only_buttons,only_buttons,only_buttons,only_buttons;imperfect;1;raster;goldmedl;Gold Medalist (set 1, Alpha68k II PCB);;3;;;0;;1
goldartp;Goldart (Portugal);mame;goldart;1994;Covielsa / Gaelco;Sports / Darts;1;0;only_buttons;preliminary;1;raster;goldart;Goldart (Spain);;2;;;0;;1
goldart;Goldart (Spain);mame;;1994;Covielsa / Gaelco;Sports / Darts;1;0;only_buttons;preliminary;1;raster;;;;2;;;0;;1
gaxeduel;Golden Axe - The Duel (JUETL 950117 V1.000);mame;;1994;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;stvbios;ST-V Bios;;6;;;0;;1
goldnaxeb2;Golden Axe (bootleg);mame;goldnaxe;1989;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxeb1;Golden Axe (encrypted bootleg);mame;goldnaxe;1989;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
mt_gaxe;Golden Axe (Mega-Tech);mame;;1989;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);preliminary;2;raster;megatech;Mega-Tech;;4;;;0;;1
goldnaxe1d;Golden Axe (set 1, World) (bootleg of FD1094 317-0110 set);mame;goldnaxe;1989;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxe1;Golden Axe (set 1, World) (FD1094 317-0110);mame;goldnaxe;1989;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxe2;Golden Axe (set 2, US) (8751 317-0112);mame;goldnaxe;1989;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxe3d;Golden Axe (set 3, World) (bootleg of FD1094 317-0120 set);mame;goldnaxe;1989;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxe3;Golden Axe (set 3, World) (FD1094 317-0120);mame;goldnaxe;1989;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxejd;Golden Axe (set 4, Japan) (bootleg of FD1094 317-0121 set);mame;goldnaxe;1989;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxej;Golden Axe (set 4, Japan) (FD1094 317-0121);mame;goldnaxe;1989;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxeud;Golden Axe (set 5, US) (bootleg of FD1094 317-0122 set);mame;goldnaxe;1989;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxeu;Golden Axe (set 5, US) (FD1094 317-0122);mame;goldnaxe;1989;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxe;Golden Axe (set 6, US) (8751 317-123A);mame;;1989;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
mp_gaxe2a;Golden Axe II (Mega Play);mame;mp_gaxe2;1993;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;mp_gaxe2;Golden Axe II (Mega Play) (Rev B);;3;;;0;;1
mp_gaxe2;Golden Axe II (Mega Play) (Rev B);mame;;1993;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;megaplay;Mega Play BIOS;;3;;;0;;1
mt_gaxe2;Golden Axe II (Mega-Tech);mame;;1991;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);preliminary;2;raster;megatech;Mega-Tech;;4;;;0;;1
